Element,Item,Year,Unit,Consumption Value,Import Quantity Value,Export Quantity Value,Population
Tourist consumption,"Oil, olive, virgin",2016,tonnes,,,,
Tourist consumption,"Oil, palm",2010,tonnes,0,,,
Tourist consumption,"Oil, palm",2011,tonnes,0,,,
Tourist consumption,"Oil, palm",2012,tonnes,0,,,
Tourist consumption,"Oil, palm",2013,tonnes,0,,,
Tourist consumption,"Oil, palm",2014,tonnes,,,,
Tourist consumption,"Oil, palm",2015,tonnes,,,,
Tourist consumption,"Oil, palm",2016,tonnes,,,,
Tourist consumption,"Oil, palm kernel",2010,tonnes,0,,,
Tourist consumption,"Oil, palm kernel",2011,tonnes,0,,,
Tourist consumption,"Oil, palm kernel",2012,tonnes,0,,,
Tourist consumption,"Oil, palm kernel",2013,tonnes,0,,,
Tourist consumption,"Oil, palm kernel",2014,tonnes,,,,
Tourist consumption,"Oil, palm kernel",2015,tonnes,,,,
Tourist consumption,"Oil, palm kernel",2016,tonnes,,,,
Tourist consumption,"Oil, rapeseed",2010,tonnes,0,,,
Tourist consumption,"Oil, rapeseed",2011,tonnes,0,,,
Tourist consumption,"Oil, rapeseed",2012,tonnes,0,,,
Tourist consumption,"Oil, rapeseed",2013,tonnes,0,,,
Tourist consumption,"Oil, rapeseed",2014,tonnes,,,,
Tourist consumption,"Oil, rapeseed",2015,tonnes,,,,
Tourist consumption,"Oil, rapeseed",2016,tonnes,,,,
Feed,"Oil, safflower",2014,tonnes,,,,
Feed,"Oil, safflower",2016,tonnes,,,,
Tourist consumption,"Oil, sesame",2010,tonnes,0,,,
Tourist consumption,"Oil, sesame",2011,tonnes,0,,,
Tourist consumption,"Oil, sesame",2012,tonnes,0,,,
Tourist consumption,"Oil, sesame",2013,tonnes,0,,,
Tourist consumption,"Oil, sesame",2014,tonnes,,,,
Tourist consumption,"Oil, sesame",2015,tonnes,,,,
Tourist consumption,"Oil, sesame",2016,tonnes,,,,
Tourist consumption,"Oil, soybean",2010,tonnes,0,,,
Tourist consumption,"Oil, soybean",2011,tonnes,0,,,
Tourist consumption,"Oil, soybean",2012,tonnes,0,,,
Tourist consumption,"Oil, soybean",2013,tonnes,0,,,
Tourist consumption,"Oil, soybean",2014,tonnes,,,,
Tourist consumption,"Oil, soybean",2015,tonnes,,,,
Tourist consumption,"Oil, soybean",2016,tonnes,,,,
Tourist consumption,"Oil, sunflower",2010,tonnes,0,,,
Tourist consumption,"Oil, sunflower",2011,tonnes,0,,,
Tourist consumption,"Oil, sunflower",2012,tonnes,0,,,
Tourist consumption,"Oil, sunflower",2013,tonnes,0,,,
Tourist consumption,"Oil, sunflower",2014,tonnes,,,,
Tourist consumption,"Oil, sunflower",2015,tonnes,,,,
Tourist consumption,"Oil, sunflower",2016,tonnes,,,,
Feed,Oilseeds nes,2014,tonnes,1954,,,
Feed,Oilseeds nes,2015,tonnes,552,,,
Feed,Oilseeds nes,2016,tonnes,0,,,
Feed,Oilseeds nes,2017,tonnes,0,,,
Feed,Oilseeds nes,2018,tonnes,0,,,
Feed,Oilseeds nes,2019,tonnes,158,,,
Tourist consumption,Olives,2010,tonnes,0,,,
Tourist consumption,Olives,2011,tonnes,0,,,
Tourist consumption,Olives,2012,tonnes,0,,,
Tourist consumption,Olives,2013,tonnes,0,,,
Tourist consumption,Olives,2014,tonnes,,,,
Tourist consumption,Olives,2015,tonnes,,,,
Tourist consumption,Olives,2016,tonnes,,,,
Tourist consumption,Olives preserved,2010,tonnes,0,,,
Tourist consumption,Olives preserved,2011,tonnes,0,,,
Tourist consumption,Olives preserved,2012,tonnes,0,,,
Tourist consumption,Olives preserved,2013,tonnes,0,,,
Tourist consumption,Olives preserved,2014,tonnes,,,,
Tourist consumption,Olives preserved,2015,tonnes,,,,
Tourist consumption,Olives preserved,2016,tonnes,,,,
Tourist consumption,"Onions, dry",2010,tonnes,0,,,
Tourist consumption,"Onions, dry",2011,tonnes,0,,,
Tourist consumption,"Onions, dry",2012,tonnes,0,,,
Tourist consumption,"Onions, dry",2013,tonnes,0,,,
Tourist consumption,"Onions, dry",2014,tonnes,,,,
Tourist consumption,"Onions, dry",2015,tonnes,,,,
Tourist consumption,"Onions, dry",2016,tonnes,,,,
Tourist consumption,"Onions, shallots, green",2010,tonnes,0,,,
Tourist consumption,"Onions, shallots, green",2011,tonnes,0,,,
Tourist consumption,"Onions, shallots, green",2012,tonnes,0,,,
Tourist consumption,"Onions, shallots, green",2013,tonnes,0,,,
Tourist consumption,"Onions, shallots, green",2014,tonnes,,,,
Tourist consumption,"Onions, shallots, green",2015,tonnes,,,,
Tourist consumption,"Onions, shallots, green",2016,tonnes,,,,
Tourist consumption,Oranges,2010,tonnes,0,,,
Tourist consumption,Oranges,2011,tonnes,0,,,
Tourist consumption,Oranges,2012,tonnes,0,,,
Tourist consumption,Oranges,2013,tonnes,0,,,
Tourist consumption,Oranges,2014,tonnes,,,,
Tourist consumption,Oranges,2015,tonnes,,,,
Tourist consumption,Oranges,2016,tonnes,,,,
Feed,Palm kernels,2014,tonnes,8,,,
Feed,Palm kernels,2015,tonnes,0,,,
Feed,Palm kernels,2016,tonnes,0,,,
Feed,Palm kernels,2017,tonnes,0,,,
Feed,Palm kernels,2018,tonnes,,,,
Tourist consumption,Papayas,2010,tonnes,0,,,
Tourist consumption,Papayas,2011,tonnes,0,,,
Tourist consumption,Papayas,2012,tonnes,0,,,
Tourist consumption,Papayas,2013,tonnes,0,,,
Tourist consumption,Papayas,2014,tonnes,,,,
Tourist consumption,Papayas,2015,tonnes,,,,
Tourist consumption,Papayas,2016,tonnes,,,,
Tourist consumption,Pastry,2010,tonnes,0,,,
Tourist consumption,Pastry,2011,tonnes,0,,,
Tourist consumption,Pastry,2012,tonnes,0,,,
Tourist consumption,Pastry,2013,tonnes,0,,,
Tourist consumption,Pastry,2014,tonnes,,,,
Tourist consumption,Pastry,2015,tonnes,,,,
Tourist consumption,Pastry,2016,tonnes,,,,
Tourist consumption,Peaches and nectarines,2010,tonnes,0,,,
Tourist consumption,Peaches and nectarines,2011,tonnes,0,,,
Tourist consumption,Peaches and nectarines,2012,tonnes,0,,,
Tourist consumption,Peaches and nectarines,2013,tonnes,0,,,
Tourist consumption,Peaches and nectarines,2014,tonnes,,,,
Tourist consumption,Peaches and nectarines,2015,tonnes,,,,
Tourist consumption,Peaches and nectarines,2016,tonnes,,,,
Tourist consumption,Peanut butter,2010,tonnes,0,,,
Tourist consumption,Peanut butter,2011,tonnes,0,,,
Tourist consumption,Peanut butter,2012,tonnes,0,,,
Tourist consumption,Peanut butter,2013,tonnes,0,,,
Tourist consumption,Peanut butter,2014,tonnes,,,,
Tourist consumption,Peanut butter,2015,tonnes,,,,
Tourist consumption,Peanut butter,2016,tonnes,,,,
Tourist consumption,Pears,2010,tonnes,0,,,
Tourist consumption,Pears,2011,tonnes,0,,,
Tourist consumption,Pears,2012,tonnes,0,,,
Tourist consumption,Pears,2013,tonnes,0,,,
Tourist consumption,Pears,2014,tonnes,,,,
Tourist consumption,Pears,2015,tonnes,,,,
Tourist consumption,Pears,2016,tonnes,,,,
Feed,"Peas, dry",2014,tonnes,35243,,,
Feed,"Peas, dry",2015,tonnes,45989,,,
Feed,"Peas, dry",2016,tonnes,44022,,,
Feed,"Peas, dry",2017,tonnes,43574,,,
Feed,"Peas, dry",2018,tonnes,37033,,,
Feed,"Peas, dry",2019,tonnes,58099,,,
Tourist consumption,"Peas, dry",2010,tonnes,0,,,
Tourist consumption,"Peas, dry",2011,tonnes,0,,,
Tourist consumption,"Peas, dry",2012,tonnes,0,,,
Tourist consumption,"Peas, dry",2013,tonnes,0,,,
Tourist consumption,"Peas, dry",2014,tonnes,,,,
Tourist consumption,"Peas, dry",2015,tonnes,,,,
Tourist consumption,"Peas, dry",2016,tonnes,,,,
Tourist consumption,"Peas, green",2010,tonnes,0,,,
Tourist consumption,"Peas, green",2011,tonnes,0,,,
Tourist consumption,"Peas, green",2012,tonnes,0,,,
Tourist consumption,"Peas, green",2013,tonnes,0,,,
Tourist consumption,"Peas, green",2014,tonnes,,,,
Tourist consumption,"Peas, green",2015,tonnes,,,,
Tourist consumption,"Peas, green",2016,tonnes,,,,
Tourist consumption,Pepper (piper spp.),2010,tonnes,0,,,
Tourist consumption,Pepper (piper spp.),2011,tonnes,0,,,
Tourist consumption,Pepper (piper spp.),2012,tonnes,0,,,
Tourist consumption,Pepper (piper spp.),2013,tonnes,0,,,
Tourist consumption,Pepper (piper spp.),2014,tonnes,,,,
Tourist consumption,Pepper (piper spp.),2015,tonnes,,,,
Tourist consumption,Pepper (piper spp.),2016,tonnes,,,,
Tourist consumption,Persimmons,2010,tonnes,0,,,
Tourist consumption,Persimmons,2011,tonnes,0,,,
Tourist consumption,Persimmons,2012,tonnes,0,,,
Tourist consumption,Persimmons,2013,tonnes,0,,,
Tourist consumption,Persimmons,2014,tonnes,,,,
Tourist consumption,Persimmons,2015,tonnes,,,,
Tourist consumption,Persimmons,2016,tonnes,,,,
Feed,Pigeon peas,2010,tonnes,0,,,
Feed,Pigeon peas,2011,tonnes,0,,,
Feed,Pigeon peas,2012,tonnes,54,,,
Feed,Pigeon peas,2013,tonnes,528,,,
Feed,Pigeon peas,2014,tonnes,1007,,,
Feed,Pigeon peas,2015,tonnes,1465,,,
Feed,Pigeon peas,2016,tonnes,1955,,,
Feed,Pigeon peas,2017,tonnes,1898,,,
Feed,Pigeon peas,2018,tonnes,1830,,,
Feed,Pigeon peas,2019,tonnes,1094,,,
Tourist consumption,Pineapples,2010,tonnes,0,,,
Tourist consumption,Pineapples,2011,tonnes,0,,,
Tourist consumption,Pineapples,2012,tonnes,0,,,
Tourist consumption,Pineapples,2013,tonnes,0,,,
Tourist consumption,Pineapples,2014,tonnes,,,,
Tourist consumption,Pineapples,2015,tonnes,,,,
Tourist consumption,Pineapples,2016,tonnes,,,,
Tourist consumption,Pineapples canned,2010,tonnes,0,,,
Tourist consumption,Pineapples canned,2011,tonnes,0,,,
Tourist consumption,Pineapples canned,2012,tonnes,0,,,
Tourist consumption,Pineapples canned,2013,tonnes,0,,,
Tourist consumption,Pineapples canned,2014,tonnes,,,,
Tourist consumption,Pineapples canned,2015,tonnes,,,,
Tourist consumption,Pineapples canned,2016,tonnes,,,,
Tourist consumption,Pistachios,2010,tonnes,0,,,
Tourist consumption,Pistachios,2011,tonnes,0,,,
Tourist consumption,Pistachios,2012,tonnes,0,,,
Tourist consumption,Pistachios,2013,tonnes,0,,,
Tourist consumption,Pistachios,2014,tonnes,,,,
Tourist consumption,Pistachios,2015,tonnes,,,,
Tourist consumption,Pistachios,2016,tonnes,,,,
Tourist consumption,Plantains and others,2010,tonnes,0,,,
Tourist consumption,Plantains and others,2011,tonnes,0,,,
Tourist consumption,Plantains and others,2012,tonnes,0,,,
Tourist consumption,Plantains and others,2013,tonnes,0,,,
Tourist consumption,Plantains and others,2014,tonnes,,,,
Tourist consumption,Plantains and others,2015,tonnes,,,,
Tourist consumption,Plantains and others,2016,tonnes,,,,
Tourist consumption,Plums and sloes,2010,tonnes,0,,,
Tourist consumption,Plums and sloes,2011,tonnes,0,,,
Tourist consumption,Plums and sloes,2012,tonnes,0,,,
Tourist consumption,Plums and sloes,2013,tonnes,0,,,
Tourist consumption,Plums and sloes,2014,tonnes,,,,
Tourist consumption,Plums and sloes,2015,tonnes,,,,
Tourist consumption,Plums and sloes,2016,tonnes,,,,
Tourist consumption,Plums dried (prunes),2010,tonnes,0,,,
Tourist consumption,Plums dried (prunes),2011,tonnes,0,,,
Tourist consumption,Plums dried (prunes),2012,tonnes,0,,,
Tourist consumption,Plums dried (prunes),2013,tonnes,0,,,
Tourist consumption,Plums dried (prunes),2014,tonnes,,,,
Tourist consumption,Plums dried (prunes),2015,tonnes,,,,
Tourist consumption,Plums dried (prunes),2016,tonnes,,,,
Feed,Poppy seed,2014,tonnes,22,,,
Feed,Poppy seed,2015,tonnes,5,,,
Feed,Poppy seed,2016,tonnes,9,,,
Feed,Poppy seed,2017,tonnes,13,,,
Feed,Poppy seed,2018,tonnes,2,,,
Tourist consumption,Poppy seed,2010,tonnes,0,,,
Tourist consumption,Poppy seed,2011,tonnes,0,,,
Tourist consumption,Poppy seed,2012,tonnes,0,,,
Tourist consumption,Poppy seed,2013,tonnes,0,,,
Tourist consumption,Poppy seed,2014,tonnes,,,,
Tourist consumption,Poppy seed,2015,tonnes,,,,
Tourist consumption,Poppy seed,2016,tonnes,,,,
Feed,Potatoes,2010,tonnes,10000,,,
Feed,Potatoes,2011,tonnes,10000,,,
Feed,Potatoes,2012,tonnes,10000,,,
Feed,Potatoes,2013,tonnes,10000,,,
Feed,Potatoes,2014,tonnes,8990,,,
Feed,Potatoes,2015,tonnes,8298,,,
Feed,Potatoes,2016,tonnes,8167,,,
Feed,Potatoes,2017,tonnes,9121,,,
Feed,Potatoes,2018,tonnes,8800,,,
Feed,Potatoes,2019,tonnes,7229,,,
Tourist consumption,Potatoes,2010,tonnes,0,,,
Tourist consumption,Potatoes,2011,tonnes,0,,,
Tourist consumption,Potatoes,2012,tonnes,0,,,
Tourist consumption,Potatoes,2013,tonnes,0,,,
Tourist consumption,Potatoes,2014,tonnes,,,,
Tourist consumption,Potatoes,2015,tonnes,,,,
Tourist consumption,Potatoes,2016,tonnes,,,,
Tourist consumption,"Potatoes, frozen",2010,tonnes,0,,,
Tourist consumption,"Potatoes, frozen",2011,tonnes,0,,,
Tourist consumption,"Potatoes, frozen",2012,tonnes,0,,,
Tourist consumption,"Potatoes, frozen",2013,tonnes,0,,,
Tourist consumption,"Potatoes, frozen",2014,tonnes,,,,
Tourist consumption,"Potatoes, frozen",2015,tonnes,,,,
Tourist consumption,"Potatoes, frozen",2016,tonnes,,,,
Feed,Pulses nes,2010,tonnes,118632,,,
Feed,Pulses nes,2011,tonnes,58254,,,
Feed,Pulses nes,2012,tonnes,16735,,,
Feed,Pulses nes,2013,tonnes,23526,,,
Feed,Pulses nes,2014,tonnes,88467,,,
Feed,Pulses nes,2015,tonnes,97088,,,
Feed,Pulses nes,2016,tonnes,84196,,,
Feed,Pulses nes,2017,tonnes,102505,,,
Feed,Pulses nes,2018,tonnes,115869,,,
Feed,Pulses nes,2019,tonnes,75511,,,
Tourist consumption,Pulses nes,2010,tonnes,0,,,
Tourist consumption,Pulses nes,2011,tonnes,0,,,
Tourist consumption,Pulses nes,2012,tonnes,0,,,
Tourist consumption,Pulses nes,2013,tonnes,0,,,
Tourist consumption,Pulses nes,2014,tonnes,,,,
Tourist consumption,Pulses nes,2015,tonnes,,,,
Tourist consumption,Pulses nes,2016,tonnes,,,,
Tourist consumption,"Pumpkins, squash and gourds",2010,tonnes,0,,,
Tourist consumption,"Pumpkins, squash and gourds",2011,tonnes,0,,,
Tourist consumption,"Pumpkins, squash and gourds",2012,tonnes,0,,,
Tourist consumption,"Pumpkins, squash and gourds",2013,tonnes,0,,,
Tourist consumption,"Pumpkins, squash and gourds",2014,tonnes,,,,
Tourist consumption,"Pumpkins, squash and gourds",2015,tonnes,,,,
Tourist consumption,"Pumpkins, squash and gourds",2016,tonnes,,,,
Tourist consumption,Quinces,2010,tonnes,0,,,
Tourist consumption,Quinces,2011,tonnes,0,,,
Tourist consumption,Quinces,2012,tonnes,0,,,
Tourist consumption,Quinces,2013,tonnes,0,,,
Tourist consumption,Quinces,2014,tonnes,,,,
Tourist consumption,Quinces,2015,tonnes,,,,
Tourist consumption,Quinces,2016,tonnes,,,,
Tourist consumption,Quinoa,2010,tonnes,0,,,
Tourist consumption,Quinoa,2011,tonnes,0,,,
Tourist consumption,Quinoa,2012,tonnes,0,,,
Tourist consumption,Quinoa,2013,tonnes,0,,,
Tourist consumption,Quinoa,2014,tonnes,,,,
Tourist consumption,Quinoa,2015,tonnes,,,,
Tourist consumption,Quinoa,2016,tonnes,,,,
Tourist consumption,Raisins,2010,tonnes,0,,,
Tourist consumption,Raisins,2011,tonnes,0,,,
Tourist consumption,Raisins,2012,tonnes,0,,,
Tourist consumption,Raisins,2013,tonnes,0,,,
Tourist consumption,Raisins,2014,tonnes,,,,
Tourist consumption,Raisins,2015,tonnes,,,,
Tourist consumption,Raisins,2016,tonnes,,,,
Feed,Rapeseed,2010,tonnes,266123,,,
Feed,Rapeseed,2011,tonnes,61457,,,
Feed,Rapeseed,2012,tonnes,39698,,,
Feed,Rapeseed,2013,tonnes,103205,,,
Feed,Rapeseed,2014,tonnes,22976,,,
Feed,Rapeseed,2015,tonnes,81239,,,
Feed,Rapeseed,2016,tonnes,32731,,,
Feed,Rapeseed,2017,tonnes,82900,,,
Feed,Rapeseed,2018,tonnes,70333,,,
Feed,Rapeseed,2019,tonnes,68884,,,
Tourist consumption,Raspberries,2010,tonnes,0,,,
Tourist consumption,Raspberries,2011,tonnes,0,,,
Tourist consumption,Raspberries,2012,tonnes,0,,,
Tourist consumption,Raspberries,2013,tonnes,0,,,
Tourist consumption,Raspberries,2014,tonnes,,,,
Tourist consumption,Raspberries,2015,tonnes,,,,
Tourist consumption,Raspberries,2016,tonnes,,,,
Feed,"Rice, broken",2014,tonnes,0,,,
Feed,"Rice, broken",2015,tonnes,0,,,
Feed,"Rice, broken",2016,tonnes,0,,,
Feed,"Rice, broken",2017,tonnes,0,,,
Feed,"Rice, broken",2018,tonnes,0,,,
Tourist consumption,"Rice, broken",2010,tonnes,0,,,
Tourist consumption,"Rice, broken",2011,tonnes,0,,,
Tourist consumption,"Rice, broken",2012,tonnes,0,,,
Tourist consumption,"Rice, broken",2013,tonnes,0,,,
Tourist consumption,"Rice, broken",2014,tonnes,,,,
Tourist consumption,"Rice, broken",2015,tonnes,,,,
Tourist consumption,"Rice, broken",2016,tonnes,,,,
Feed,"Rice, husked",2010,tonnes,6537,,,
Feed,"Rice, husked",2011,tonnes,8321,,,
Feed,"Rice, husked",2012,tonnes,6750,,,
Feed,"Rice, husked",2013,tonnes,776,,,
Feed,"Rice, husked",2014,tonnes,5707,,,
Feed,"Rice, husked",2015,tonnes,5124,,,
Feed,"Rice, husked",2016,tonnes,2972,,,
Feed,"Rice, husked",2017,tonnes,4647,,,
Feed,"Rice, husked",2018,tonnes,3147,,,
Feed,"Rice, husked",2019,tonnes,3698,,,
Tourist consumption,"Rice, husked",2010,tonnes,0,,,
Tourist consumption,"Rice, husked",2011,tonnes,0,,,
Tourist consumption,"Rice, husked",2012,tonnes,0,,,
Tourist consumption,"Rice, husked",2013,tonnes,0,,,
Tourist consumption,"Rice, husked",2014,tonnes,,,,
Tourist consumption,"Rice, husked",2015,tonnes,,,,
Tourist consumption,"Rice, husked",2016,tonnes,,,,
Tourist consumption,"Rice, milled",2010,tonnes,0,,,
Tourist consumption,"Rice, milled",2011,tonnes,0,,,
Tourist consumption,"Rice, milled",2012,tonnes,0,,,
Tourist consumption,"Rice, milled",2013,tonnes,0,,,
Tourist consumption,"Rice, milled",2014,tonnes,,,,
Tourist consumption,"Rice, milled",2015,tonnes,,,,
Tourist consumption,"Rice, milled",2016,tonnes,,,,
Tourist consumption,"Rice, milled/husked",2010,tonnes,0,,,
Tourist consumption,"Rice, milled/husked",2011,tonnes,0,,,
Tourist consumption,"Rice, milled/husked",2012,tonnes,0,,,
Tourist consumption,"Rice, milled/husked",2013,tonnes,0,,,
Tourist consumption,"Rice, milled/husked",2014,tonnes,,,,
Tourist consumption,"Rice, milled/husked",2015,tonnes,,,,
Tourist consumption,"Rice, milled/husked",2016,tonnes,,,,
Feed,"Rice, paddy",2010,tonnes,8231,,,
Feed,"Rice, paddy",2011,tonnes,10369,,,
Feed,"Rice, paddy",2012,tonnes,9909,,,
Feed,"Rice, paddy",2013,tonnes,9481,,,
Feed,"Rice, paddy",2014,tonnes,4786,,,
Feed,"Rice, paddy",2015,tonnes,4964,,,
Feed,"Rice, paddy",2016,tonnes,5238,,,
Feed,"Rice, paddy",2017,tonnes,5286,,,
Feed,"Rice, paddy",2018,tonnes,5249,,,
Feed,"Rice, paddy",2019,tonnes,6574,,,
Feed,Roots and tubers nes,2010,tonnes,18686,,,
Feed,Roots and tubers nes,2011,tonnes,18226,,,
Feed,Roots and tubers nes,2012,tonnes,5214,,,
Feed,Roots and tubers nes,2013,tonnes,6052,,,
Feed,Roots and tubers nes,2014,tonnes,6629,,,
Feed,Roots and tubers nes,2015,tonnes,7157,,,
Feed,Roots and tubers nes,2016,tonnes,9723,,,
Feed,Roots and tubers nes,2017,tonnes,5782,,,
Feed,Roots and tubers nes,2018,tonnes,6982,,,
Feed,Roots and tubers nes,2019,tonnes,9744,,,
Feed,Rye,2010,tonnes,15000,,,
Feed,Rye,2011,tonnes,15000,,,
Feed,Rye,2012,tonnes,22000,,,
Feed,Rye,2013,tonnes,20000,,,
Feed,Rye,2014,tonnes,26245,,,
Feed,Rye,2015,tonnes,27164,,,
Feed,Rye,2016,tonnes,23965,,,
Feed,Rye,2017,tonnes,25888,,,
Feed,Rye,2018,tonnes,45288,,,
Feed,Rye,2019,tonnes,36123,,,
Feed,Safflower seed,2014,tonnes,55,,,
Feed,Safflower seed,2015,tonnes,7,,,
Feed,Safflower seed,2016,tonnes,0,,,
Feed,Safflower seed,2017,tonnes,35,,,
Feed,Safflower seed,2018,tonnes,12,,,
Feed,Safflower seed,2019,tonnes,10,,,
Feed,Sesame seed,2014,tonnes,22,,,
Feed,Sesame seed,2015,tonnes,45,,,
Feed,Sesame seed,2016,tonnes,31,,,
Feed,Sesame seed,2017,tonnes,28,,,
Feed,Sesame seed,2018,tonnes,34,,,
Feed,Sesame seed,2019,tonnes,33,,,
Tourist consumption,Sesame seed,2010,tonnes,0,,,
Tourist consumption,Sesame seed,2011,tonnes,0,,,
Tourist consumption,Sesame seed,2012,tonnes,0,,,
Tourist consumption,Sesame seed,2013,tonnes,0,,,
Tourist consumption,Sesame seed,2014,tonnes,,,,
Tourist consumption,Sesame seed,2015,tonnes,,,,
Tourist consumption,Sesame seed,2016,tonnes,,,,
Feed,Sorghum,2010,tonnes,9244,,,
Feed,Sorghum,2011,tonnes,8800,,,
Feed,Sorghum,2012,tonnes,10601,,,
Feed,Sorghum,2013,tonnes,13593,,,
Feed,Sorghum,2014,tonnes,11280,,,
Feed,Sorghum,2015,tonnes,19653,,,
Feed,Sorghum,2016,tonnes,19470,,,
Feed,Sorghum,2017,tonnes,21770,,,
Feed,Sorghum,2018,tonnes,28872,,,
Feed,Sorghum,2019,tonnes,21157,,,
Tourist consumption,Soya sauce,2010,tonnes,0,,,
Tourist consumption,Soya sauce,2011,tonnes,0,,,
Tourist consumption,Soya sauce,2012,tonnes,0,,,
Tourist consumption,Soya sauce,2013,tonnes,0,,,
Tourist consumption,Soya sauce,2014,tonnes,,,,
Tourist consumption,Soya sauce,2015,tonnes,,,,
Tourist consumption,Soya sauce,2016,tonnes,,,,
Feed,Soybeans,2010,tonnes,183260,,,
Feed,Soybeans,2011,tonnes,63236,,,
Feed,Soybeans,2012,tonnes,33564,,,
Feed,Soybeans,2013,tonnes,37173,,,
Feed,Soybeans,2014,tonnes,49119,,,
Feed,Soybeans,2015,tonnes,46014,,,
Feed,Soybeans,2016,tonnes,42727,,,
Feed,Soybeans,2017,tonnes,44508,,,
Feed,Soybeans,2018,tonnes,47648,,,
Feed,Soybeans,2019,tonnes,14760,,,
Tourist consumption,Spices nes,2010,tonnes,0,,,
Tourist consumption,Spices nes,2011,tonnes,0,,,
Tourist consumption,Spices nes,2012,tonnes,0,,,
Tourist consumption,Spices nes,2013,tonnes,0,,,
Tourist consumption,Spices nes,2014,tonnes,,,,
Tourist consumption,Spices nes,2015,tonnes,,,,
Tourist consumption,Spices nes,2016,tonnes,,,,
Tourist consumption,Spinach,2010,tonnes,0,,,
Tourist consumption,Spinach,2011,tonnes,0,,,
Tourist consumption,Spinach,2012,tonnes,0,,,
Tourist consumption,Spinach,2013,tonnes,0,,,
Tourist consumption,Spinach,2014,tonnes,,,,
Tourist consumption,Spinach,2015,tonnes,,,,
Tourist consumption,Spinach,2016,tonnes,,,,
Tourist consumption,Strawberries,2010,tonnes,0,,,
Tourist consumption,Strawberries,2011,tonnes,0,,,
Tourist consumption,Strawberries,2012,tonnes,0,,,
Tourist consumption,Strawberries,2013,tonnes,0,,,
Tourist consumption,Strawberries,2014,tonnes,,,,
Tourist consumption,Strawberries,2015,tonnes,,,,
Tourist consumption,Strawberries,2016,tonnes,,,,
Feed,Sugar beet,2014,tonnes,11666,,,
Feed,Sugar beet,2015,tonnes,617,,,
Feed,Sugar beet,2016,tonnes,3845,,,
Feed,Sugar beet,2017,tonnes,6023,,,
Feed,Sugar beet,2018,tonnes,920,,,
Feed,Sugar beet,2019,tonnes,3723,,,
Feed,Sugar cane,2010,tonnes,21,,,
Feed,Sugar cane,2011,tonnes,12,,,
Feed,Sugar cane,2012,tonnes,207,,,
Feed,Sugar cane,2013,tonnes,13,,,
Feed,Sugar cane,2014,tonnes,17,,,
Feed,Sugar cane,2015,tonnes,13,,,
Feed,Sugar cane,2016,tonnes,12,,,
Feed,Sugar cane,2017,tonnes,11,,,
Feed,Sugar cane,2018,tonnes,44,,,
Feed,Sugar cane,2019,tonnes,75,,,
Tourist consumption,Sugar confectionery,2010,tonnes,0,,,
Tourist consumption,Sugar confectionery,2011,tonnes,0,,,
Tourist consumption,Sugar confectionery,2012,tonnes,0,,,
Tourist consumption,Sugar confectionery,2013,tonnes,0,,,
Tourist consumption,Sugar confectionery,2014,tonnes,,,,
Tourist consumption,Sugar confectionery,2015,tonnes,,,,
Tourist consumption,Sugar confectionery,2016,tonnes,,,,
Tourist consumption,Sugar nes,2010,tonnes,0,,,
Tourist consumption,Sugar nes,2011,tonnes,0,,,
Tourist consumption,Sugar nes,2012,tonnes,0,,,
Tourist consumption,Sugar nes,2013,tonnes,0,,,
Tourist consumption,Sugar nes,2014,tonnes,,,,
Tourist consumption,Sugar nes,2015,tonnes,,,,
Tourist consumption,Sugar nes,2016,tonnes,,,,
Feed,Sugar Raw Centrifugal,2014,tonnes,91201,,,
Feed,Sugar Raw Centrifugal,2015,tonnes,0,,,
Feed,Sugar Raw Centrifugal,2016,tonnes,0,,,
Feed,Sugar Raw Centrifugal,2017,tonnes,0,,,
Feed,Sugar Raw Centrifugal,2018,tonnes,0,,,
Feed,Sugar Raw Centrifugal,2019,tonnes,0,,,
Feed,Sugar refined,2010,tonnes,0,,,
Feed,Sugar refined,2011,tonnes,0,,,
Feed,Sugar refined,2012,tonnes,0,,,
Feed,Sugar refined,2013,tonnes,0,,,
Feed,Sugar refined,2014,tonnes,,,,
Feed,Sugar refined,2015,tonnes,,,,
Tourist consumption,Sugar refined,2010,tonnes,0,,,
Tourist consumption,Sugar refined,2011,tonnes,0,,,
Tourist consumption,Sugar refined,2012,tonnes,0,,,
Tourist consumption,Sugar refined,2013,tonnes,0,,,
Tourist consumption,Sugar refined,2014,tonnes,,,,
Tourist consumption,Sugar refined,2015,tonnes,,,,
Tourist consumption,Sugar refined,2016,tonnes,,,,
Feed,Sunflower seed,2010,tonnes,54624,,,
Feed,Sunflower seed,2011,tonnes,65198,,,
Feed,Sunflower seed,2012,tonnes,42025,,,
Feed,Sunflower seed,2013,tonnes,37451,,,
Feed,Sunflower seed,2014,tonnes,32001,,,
Feed,Sunflower seed,2015,tonnes,30204,,,
Feed,Sunflower seed,2016,tonnes,35364,,,
Feed,Sunflower seed,2017,tonnes,32069,,,
Feed,Sunflower seed,2018,tonnes,33383,,,
Feed,Sunflower seed,2019,tonnes,34170,,,
Tourist consumption,Sweet corn frozen,2010,tonnes,0,,,
Tourist consumption,Sweet corn frozen,2011,tonnes,0,,,
Tourist consumption,Sweet corn frozen,2012,tonnes,0,,,
Tourist consumption,Sweet corn frozen,2013,tonnes,0,,,
Tourist consumption,Sweet corn frozen,2014,tonnes,,,,
