Element,Item,Year,Unit,Consumption Value,Import Quantity Value,Export Quantity Value,Population
Tourist consumption,Garlic,2014,tonnes,,,,
Tourist consumption,Garlic,2015,tonnes,,,,
Tourist consumption,Garlic,2016,tonnes,,,,
Feed,"Germ, maize",2010,tonnes,15349,,,
Feed,"Germ, maize",2011,tonnes,14828,,,
Feed,"Germ, maize",2012,tonnes,13847,,,
Feed,"Germ, maize",2013,tonnes,13490,,,
Feed,"Germ, maize",2014,tonnes,30583,,,
Feed,"Germ, maize",2015,tonnes,16067,,,
Feed,"Germ, maize",2016,tonnes,32327,,,
Feed,"Germ, maize",2017,tonnes,27002,,,
Feed,"Germ, maize",2018,tonnes,9840,,,
Feed,"Germ, maize",2019,tonnes,37011,,,
Feed,"Ghee, butteroil of cow milk",2014,tonnes,,,,
Feed,"Ghee, butteroil of cow milk",2015,tonnes,,,,
Feed,"Ghee, butteroil of cow milk",2016,tonnes,,,,
Tourist consumption,"Ghee, butteroil of cow milk",2010,tonnes,0,,,
Tourist consumption,"Ghee, butteroil of cow milk",2011,tonnes,0,,,
Tourist consumption,"Ghee, butteroil of cow milk",2012,tonnes,0,,,
Tourist consumption,"Ghee, butteroil of cow milk",2013,tonnes,0,,,
Tourist consumption,"Ghee, butteroil of cow milk",2014,tonnes,,,,
Tourist consumption,"Ghee, butteroil of cow milk",2015,tonnes,,,,
Tourist consumption,"Ghee, butteroil of cow milk",2016,tonnes,,,,
Tourist consumption,Ginger,2010,tonnes,0,,,
Tourist consumption,Ginger,2011,tonnes,0,,,
Tourist consumption,Ginger,2012,tonnes,0,,,
Tourist consumption,Ginger,2013,tonnes,0,,,
Tourist consumption,Ginger,2014,tonnes,,,,
Tourist consumption,Ginger,2015,tonnes,,,,
Tourist consumption,Ginger,2016,tonnes,,,,
Tourist consumption,Glucose and dextrose,2010,tonnes,0,,,
Tourist consumption,Glucose and dextrose,2011,tonnes,0,,,
Tourist consumption,Glucose and dextrose,2012,tonnes,0,,,
Tourist consumption,Glucose and dextrose,2013,tonnes,0,,,
Tourist consumption,Glucose and dextrose,2014,tonnes,,,,
Tourist consumption,Glucose and dextrose,2015,tonnes,,,,
Tourist consumption,Glucose and dextrose,2016,tonnes,,,,
Feed,"Gluten, maize",2014,tonnes,,,,
Feed,"Gluten, maize",2015,tonnes,,,,
Feed,"Gluten, maize",2016,tonnes,,,,
Feed,"Gluten, rice",2010,tonnes,4469,,,
Feed,"Gluten, rice",2011,tonnes,2984,,,
Feed,"Gluten, rice",2012,tonnes,4382,,,
Feed,"Gluten, rice",2013,tonnes,3703,,,
Feed,"Gluten, rice",2014,tonnes,5606,,,
Feed,"Gluten, rice",2015,tonnes,6753,,,
Feed,"Gluten, rice",2016,tonnes,5249,,,
Feed,"Gluten, rice",2017,tonnes,5542,,,
Feed,"Gluten, rice",2018,tonnes,5096,,,
Feed,"Gluten, rice",2019,tonnes,6994,,,
Tourist consumption,Gooseberries,2010,tonnes,0,,,
Tourist consumption,Gooseberries,2011,tonnes,0,,,
Tourist consumption,Gooseberries,2012,tonnes,0,,,
Tourist consumption,Gooseberries,2013,tonnes,0,,,
Tourist consumption,Gooseberries,2014,tonnes,,,,
Tourist consumption,Gooseberries,2015,tonnes,,,,
Tourist consumption,Gooseberries,2016,tonnes,,,,
Feed,"Grain, mixed",2010,tonnes,955,,,
Feed,"Grain, mixed",2011,tonnes,8286,,,
Feed,"Grain, mixed",2012,tonnes,7000,,,
Feed,"Grain, mixed",2013,tonnes,10600,,,
Feed,"Grain, mixed",2014,tonnes,8747,,,
Feed,"Grain, mixed",2015,tonnes,6616,,,
Feed,"Grain, mixed",2016,tonnes,4693,,,
Feed,"Grain, mixed",2017,tonnes,6892,,,
Feed,"Grain, mixed",2018,tonnes,10283,,,
Feed,"Grain, mixed",2019,tonnes,11738,,,
Tourist consumption,Grapefruit (inc. pomelos),2010,tonnes,0,,,
Tourist consumption,Grapefruit (inc. pomelos),2011,tonnes,0,,,
Tourist consumption,Grapefruit (inc. pomelos),2012,tonnes,0,,,
Tourist consumption,Grapefruit (inc. pomelos),2013,tonnes,0,,,
Tourist consumption,Grapefruit (inc. pomelos),2014,tonnes,,,,
Tourist consumption,Grapefruit (inc. pomelos),2015,tonnes,,,,
Tourist consumption,Grapefruit (inc. pomelos),2016,tonnes,,,,
Tourist consumption,Grapes,2010,tonnes,0,,,
Tourist consumption,Grapes,2011,tonnes,0,,,
Tourist consumption,Grapes,2012,tonnes,0,,,
Tourist consumption,Grapes,2013,tonnes,0,,,
Tourist consumption,Grapes,2014,tonnes,,,,
Tourist consumption,Grapes,2015,tonnes,,,,
Tourist consumption,Grapes,2016,tonnes,,,,
Tourist consumption,"Grapes, must",2010,tonnes,0,,,
Tourist consumption,"Grapes, must",2011,tonnes,0,,,
Tourist consumption,"Grapes, must",2012,tonnes,0,,,
Tourist consumption,"Grapes, must",2013,tonnes,0,,,
Tourist consumption,"Grapes, must",2014,tonnes,,,,
Tourist consumption,"Grapes, must",2015,tonnes,,,,
Tourist consumption,"Grapes, must",2016,tonnes,,,,
Tourist consumption,"Groundnuts, prepared",2010,tonnes,0,,,
Tourist consumption,"Groundnuts, prepared",2011,tonnes,0,,,
Tourist consumption,"Groundnuts, prepared",2012,tonnes,0,,,
Tourist consumption,"Groundnuts, prepared",2013,tonnes,0,,,
Tourist consumption,"Groundnuts, prepared",2014,tonnes,,,,
Tourist consumption,"Groundnuts, prepared",2015,tonnes,,,,
Tourist consumption,"Groundnuts, prepared",2016,tonnes,,,,
Tourist consumption,"Groundnuts, shelled",2010,tonnes,0,,,
Tourist consumption,"Groundnuts, shelled",2011,tonnes,0,,,
Tourist consumption,"Groundnuts, shelled",2012,tonnes,0,,,
Tourist consumption,"Groundnuts, shelled",2013,tonnes,0,,,
Tourist consumption,"Groundnuts, shelled",2014,tonnes,,,,
Tourist consumption,"Groundnuts, shelled",2015,tonnes,,,,
Tourist consumption,"Groundnuts, shelled",2016,tonnes,,,,
Feed,"Groundnuts, with shell",2014,tonnes,,,,
Feed,"Groundnuts, with shell",2015,tonnes,,,,
Feed,"Groundnuts, with shell",2016,tonnes,,,,
Tourist consumption,"Hazelnuts, shelled",2010,tonnes,0,,,
Tourist consumption,"Hazelnuts, shelled",2011,tonnes,0,,,
Tourist consumption,"Hazelnuts, shelled",2012,tonnes,0,,,
Tourist consumption,"Hazelnuts, shelled",2013,tonnes,0,,,
Tourist consumption,"Hazelnuts, shelled",2014,tonnes,,,,
Tourist consumption,"Hazelnuts, shelled",2015,tonnes,,,,
Tourist consumption,"Hazelnuts, shelled",2016,tonnes,,,,
Tourist consumption,"Hazelnuts, with shell",2010,tonnes,0,,,
Tourist consumption,"Hazelnuts, with shell",2011,tonnes,0,,,
Tourist consumption,"Hazelnuts, with shell",2012,tonnes,0,,,
Tourist consumption,"Hazelnuts, with shell",2013,tonnes,0,,,
Tourist consumption,"Hazelnuts, with shell",2014,tonnes,,,,
Tourist consumption,"Hazelnuts, with shell",2015,tonnes,,,,
Tourist consumption,"Hazelnuts, with shell",2016,tonnes,,,,
Feed,Hempseed,2014,tonnes,132,,,
Feed,Hempseed,2015,tonnes,64,,,
Feed,Hempseed,2016,tonnes,96,,,
Feed,Hempseed,2017,tonnes,110,,,
Feed,Hempseed,2018,tonnes,0,,,
Feed,Hempseed,2019,tonnes,32,,,
Tourist consumption,"Honey, natural",2010,tonnes,0,,,
Tourist consumption,"Honey, natural",2011,tonnes,0,,,
Tourist consumption,"Honey, natural",2012,tonnes,0,,,
Tourist consumption,"Honey, natural",2013,tonnes,0,,,
Tourist consumption,"Honey, natural",2014,tonnes,,,,
Tourist consumption,"Honey, natural",2015,tonnes,,,,
Tourist consumption,"Honey, natural",2016,tonnes,,,,
Tourist consumption,Ice cream and edible ice,2010,tonnes,0,,,
Tourist consumption,Ice cream and edible ice,2011,tonnes,0,,,
Tourist consumption,Ice cream and edible ice,2012,tonnes,0,,,
Tourist consumption,Ice cream and edible ice,2013,tonnes,0,,,
Tourist consumption,Ice cream and edible ice,2014,tonnes,,,,
Tourist consumption,Ice cream and edible ice,2015,tonnes,,,,
Tourist consumption,Ice cream and edible ice,2016,tonnes,,,,
Tourist consumption,Infant food,2010,tonnes,0,,,
Tourist consumption,Infant food,2011,tonnes,0,,,
Tourist consumption,Infant food,2012,tonnes,0,,,
Tourist consumption,Infant food,2013,tonnes,0,,,
Tourist consumption,Infant food,2014,tonnes,,,,
Tourist consumption,Infant food,2015,tonnes,,,,
Tourist consumption,Infant food,2016,tonnes,,,,
Tourist consumption,"Juice, apple, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, apple, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, apple, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, apple, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, apple, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, apple, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, apple, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, apple, single strength",2010,tonnes,0,,,
Tourist consumption,"Juice, apple, single strength",2011,tonnes,0,,,
Tourist consumption,"Juice, apple, single strength",2012,tonnes,0,,,
Tourist consumption,"Juice, apple, single strength",2013,tonnes,0,,,
Tourist consumption,"Juice, apple, single strength",2014,tonnes,,,,
Tourist consumption,"Juice, apple, single strength",2015,tonnes,,,,
Tourist consumption,"Juice, apple, single strength",2016,tonnes,,,,
Tourist consumption,"Juice, citrus, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, citrus, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, citrus, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, citrus, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, citrus, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, citrus, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, citrus, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, citrus, single strength",2010,tonnes,0,,,
Tourist consumption,"Juice, citrus, single strength",2011,tonnes,0,,,
Tourist consumption,"Juice, citrus, single strength",2012,tonnes,0,,,
Tourist consumption,"Juice, citrus, single strength",2013,tonnes,0,,,
Tourist consumption,"Juice, citrus, single strength",2014,tonnes,,,,
Tourist consumption,"Juice, citrus, single strength",2015,tonnes,,,,
Tourist consumption,"Juice, citrus, single strength",2016,tonnes,,,,
Tourist consumption,"Juice, grape",2010,tonnes,0,,,
Tourist consumption,"Juice, grape",2011,tonnes,0,,,
Tourist consumption,"Juice, grape",2012,tonnes,0,,,
Tourist consumption,"Juice, grape",2013,tonnes,0,,,
Tourist consumption,"Juice, grape",2014,tonnes,,,,
Tourist consumption,"Juice, grape",2015,tonnes,,,,
Tourist consumption,"Juice, grape",2016,tonnes,,,,
Tourist consumption,"Juice, grapefruit",2010,tonnes,0,,,
Tourist consumption,"Juice, grapefruit",2011,tonnes,0,,,
Tourist consumption,"Juice, grapefruit",2012,tonnes,0,,,
Tourist consumption,"Juice, grapefruit",2013,tonnes,0,,,
Tourist consumption,"Juice, grapefruit",2014,tonnes,,,,
Tourist consumption,"Juice, grapefruit",2015,tonnes,,,,
Tourist consumption,"Juice, grapefruit",2016,tonnes,,,,
Tourist consumption,"Juice, grapefruit, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, grapefruit, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, grapefruit, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, grapefruit, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, grapefruit, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, grapefruit, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, grapefruit, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, lemon, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, lemon, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, lemon, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, lemon, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, lemon, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, lemon, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, lemon, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, lemon, single strength",2010,tonnes,0,,,
Tourist consumption,"Juice, lemon, single strength",2011,tonnes,0,,,
Tourist consumption,"Juice, lemon, single strength",2012,tonnes,0,,,
Tourist consumption,"Juice, lemon, single strength",2013,tonnes,0,,,
Tourist consumption,"Juice, lemon, single strength",2014,tonnes,,,,
Tourist consumption,"Juice, lemon, single strength",2015,tonnes,,,,
Tourist consumption,"Juice, lemon, single strength",2016,tonnes,,,,
Tourist consumption,"Juice, mango",2010,tonnes,0,,,
Tourist consumption,"Juice, mango",2011,tonnes,0,,,
Tourist consumption,"Juice, mango",2012,tonnes,0,,,
Tourist consumption,"Juice, mango",2013,tonnes,0,,,
Tourist consumption,"Juice, mango",2014,tonnes,,,,
Tourist consumption,"Juice, mango",2015,tonnes,,,,
Tourist consumption,"Juice, mango",2016,tonnes,,,,
Tourist consumption,"Juice, orange, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, orange, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, orange, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, orange, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, orange, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, orange, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, orange, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, orange, single strength",2010,tonnes,0,,,
Tourist consumption,"Juice, orange, single strength",2011,tonnes,0,,,
Tourist consumption,"Juice, orange, single strength",2012,tonnes,0,,,
Tourist consumption,"Juice, orange, single strength",2013,tonnes,0,,,
Tourist consumption,"Juice, orange, single strength",2014,tonnes,,,,
Tourist consumption,"Juice, orange, single strength",2015,tonnes,,,,
Tourist consumption,"Juice, orange, single strength",2016,tonnes,,,,
Tourist consumption,"Juice, pineapple",2010,tonnes,0,,,
Tourist consumption,"Juice, pineapple",2011,tonnes,0,,,
Tourist consumption,"Juice, pineapple",2012,tonnes,0,,,
Tourist consumption,"Juice, pineapple",2013,tonnes,0,,,
Tourist consumption,"Juice, pineapple",2014,tonnes,,,,
Tourist consumption,"Juice, pineapple",2015,tonnes,,,,
Tourist consumption,"Juice, pineapple",2016,tonnes,,,,
Tourist consumption,"Juice, pineapple, concentrated",2010,tonnes,0,,,
Tourist consumption,"Juice, pineapple, concentrated",2011,tonnes,0,,,
Tourist consumption,"Juice, pineapple, concentrated",2012,tonnes,0,,,
Tourist consumption,"Juice, pineapple, concentrated",2013,tonnes,0,,,
Tourist consumption,"Juice, pineapple, concentrated",2014,tonnes,,,,
Tourist consumption,"Juice, pineapple, concentrated",2015,tonnes,,,,
Tourist consumption,"Juice, pineapple, concentrated",2016,tonnes,,,,
Tourist consumption,"Juice, tangerine",2010,tonnes,0,,,
Tourist consumption,"Juice, tangerine",2011,tonnes,0,,,
Tourist consumption,"Juice, tangerine",2012,tonnes,0,,,
Tourist consumption,"Juice, tangerine",2013,tonnes,0,,,
Tourist consumption,"Juice, tangerine",2014,tonnes,,,,
Tourist consumption,"Juice, tangerine",2015,tonnes,,,,
Tourist consumption,"Juice, tangerine",2016,tonnes,,,,
Tourist consumption,"Juice, tomato",2010,tonnes,0,,,
Tourist consumption,"Juice, tomato",2011,tonnes,0,,,
Tourist consumption,"Juice, tomato",2012,tonnes,0,,,
Tourist consumption,"Juice, tomato",2013,tonnes,0,,,
Tourist consumption,"Juice, tomato",2014,tonnes,,,,
Tourist consumption,"Juice, tomato",2015,tonnes,,,,
Tourist consumption,"Juice, tomato",2016,tonnes,,,,
Tourist consumption,"Juice, vegetables nes",2010,tonnes,0,,,
Tourist consumption,"Juice, vegetables nes",2011,tonnes,0,,,
Tourist consumption,"Juice, vegetables nes",2012,tonnes,0,,,
Tourist consumption,"Juice, vegetables nes",2013,tonnes,0,,,
Tourist consumption,"Juice, vegetables nes",2014,tonnes,,,,
Tourist consumption,"Juice, vegetables nes",2015,tonnes,,,,
Tourist consumption,"Juice, vegetables nes",2016,tonnes,,,,
Tourist consumption,Kiwi fruit,2010,tonnes,0,,,
Tourist consumption,Kiwi fruit,2011,tonnes,0,,,
Tourist consumption,Kiwi fruit,2012,tonnes,0,,,
Tourist consumption,Kiwi fruit,2013,tonnes,0,,,
Tourist consumption,Kiwi fruit,2014,tonnes,,,,
Tourist consumption,Kiwi fruit,2015,tonnes,,,,
Tourist consumption,Kiwi fruit,2016,tonnes,,,,
Tourist consumption,Kola nuts,2010,tonnes,0,,,
Tourist consumption,Kola nuts,2011,tonnes,0,,,
Tourist consumption,Kola nuts,2012,tonnes,0,,,
Tourist consumption,Kola nuts,2013,tonnes,0,,,
Tourist consumption,Kola nuts,2014,tonnes,,,,
Tourist consumption,Kola nuts,2015,tonnes,,,,
Tourist consumption,Kola nuts,2016,tonnes,,,,
Tourist consumption,Lactose,2010,tonnes,0,,,
Tourist consumption,Lactose,2011,tonnes,0,,,
Tourist consumption,Lactose,2012,tonnes,0,,,
Tourist consumption,Lactose,2013,tonnes,0,,,
Tourist consumption,Lactose,2014,tonnes,,,,
Tourist consumption,Lactose,2015,tonnes,,,,
Tourist consumption,Lactose,2016,tonnes,,,,
Tourist consumption,Lard,2010,tonnes,0,,,
Tourist consumption,Lard,2011,tonnes,0,,,
Tourist consumption,Lard,2012,tonnes,0,,,
Tourist consumption,Lard,2013,tonnes,0,,,
Tourist consumption,Lard,2014,tonnes,,,,
Tourist consumption,Lard,2015,tonnes,,,,
Tourist consumption,Lard,2016,tonnes,,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2010,tonnes,0,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2011,tonnes,0,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2012,tonnes,0,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2013,tonnes,0,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2014,tonnes,,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2015,tonnes,,,,
Tourist consumption,"Leeks, other alliaceous vegetables",2016,tonnes,,,,
Tourist consumption,Lemons and limes,2010,tonnes,0,,,
Tourist consumption,Lemons and limes,2011,tonnes,0,,,
Tourist consumption,Lemons and limes,2012,tonnes,0,,,
Tourist consumption,Lemons and limes,2013,tonnes,0,,,
Tourist consumption,Lemons and limes,2014,tonnes,,,,
Tourist consumption,Lemons and limes,2015,tonnes,,,,
Tourist consumption,Lemons and limes,2016,tonnes,,,,
Feed,Lentils,2014,tonnes,,,,
Feed,Lentils,2015,tonnes,,,,
Feed,Lentils,2016,tonnes,,,,
Feed,Lentils,2018,tonnes,4,,,
Feed,Lentils,2019,tonnes,4,,,
Tourist consumption,Lentils,2010,tonnes,0,,,
Tourist consumption,Lentils,2011,tonnes,0,,,
Tourist consumption,Lentils,2012,tonnes,0,,,
Tourist consumption,Lentils,2013,tonnes,0,,,
Tourist consumption,Lentils,2014,tonnes,,,,
Tourist consumption,Lentils,2015,tonnes,,,,
Tourist consumption,Lentils,2016,tonnes,,,,
Tourist consumption,Lettuce and chicory,2010,tonnes,0,,,
Tourist consumption,Lettuce and chicory,2011,tonnes,0,,,
Tourist consumption,Lettuce and chicory,2012,tonnes,0,,,
Tourist consumption,Lettuce and chicory,2013,tonnes,0,,,
Tourist consumption,Lettuce and chicory,2014,tonnes,,,,
Tourist consumption,Lettuce and chicory,2015,tonnes,,,,
Tourist consumption,Lettuce and chicory,2016,tonnes,,,,
Feed,Linseed,2014,tonnes,,,,
Feed,Linseed,2015,tonnes,,,,
Feed,Linseed,2016,tonnes,,,,
Tourist consumption,Macaroni,2010,tonnes,0,,,
Tourist consumption,Macaroni,2011,tonnes,0,,,
Tourist consumption,Macaroni,2012,tonnes,0,,,
Tourist consumption,Macaroni,2013,tonnes,0,,,
Tourist consumption,Macaroni,2014,tonnes,,,,
Tourist consumption,Macaroni,2015,tonnes,,,,
Tourist consumption,Macaroni,2016,tonnes,,,,
Feed,Maize,2010,tonnes,10000,,,
Feed,Maize,2011,tonnes,10000,,,
Feed,Maize,2012,tonnes,270000,,,
Feed,Maize,2013,tonnes,950000,,,
Feed,Maize,2014,tonnes,368103,,,
Feed,Maize,2015,tonnes,471522,,,
Feed,Maize,2016,tonnes,665749,,,
Feed,Maize,2017,tonnes,505960,,,
Feed,Maize,2018,tonnes,607219,,,
Feed,Maize,2019,tonnes,724730,,,
Tourist consumption,"Maize, green",2010,tonnes,0,,,
Tourist consumption,"Maize, green",2011,tonnes,0,,,
Tourist consumption,"Maize, green",2012,tonnes,0,,,
Tourist consumption,"Maize, green",2013,tonnes,0,,,
Tourist consumption,"Maize, green",2014,tonnes,,,,
Tourist consumption,"Maize, green",2015,tonnes,,,,
Tourist consumption,"Maize, green",2016,tonnes,,,,
Tourist consumption,Malt,2010,tonnes,0,,,
Tourist consumption,Malt,2011,tonnes,0,,,
Tourist consumption,Malt,2012,tonnes,0,,,
Tourist consumption,Malt,2013,tonnes,0,,,
Tourist consumption,Malt,2014,tonnes,,,,
Tourist consumption,Malt,2015,tonnes,,,,
Tourist consumption,Malt,2016,tonnes,,,,
Tourist consumption,Malt extract,2010,tonnes,0,,,
Tourist consumption,Malt extract,2011,tonnes,0,,,
Tourist consumption,Malt extract,2012,tonnes,0,,,
Tourist consumption,Malt extract,2013,tonnes,0,,,
Tourist consumption,Malt extract,2014,tonnes,,,,
Tourist consumption,Malt extract,2015,tonnes,,,,
Tourist consumption,Malt extract,2016,tonnes,,,,
Tourist consumption,Mango pulp,2010,tonnes,0,,,
Tourist consumption,Mango pulp,2011,tonnes,0,,,
Tourist consumption,Mango pulp,2012,tonnes,0,,,
Tourist consumption,Mango pulp,2013,tonnes,0,,,
Tourist consumption,Mango pulp,2014,tonnes,,,,
Tourist consumption,Mango pulp,2015,tonnes,,,,
Tourist consumption,Mango pulp,2016,tonnes,,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2010,tonnes,0,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2011,tonnes,0,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2012,tonnes,0,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2013,tonnes,0,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2014,tonnes,,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2015,tonnes,,,,
Tourist consumption,"Mangoes, mangosteens, guavas",2016,tonnes,,,,
Tourist consumption,Maple sugar and syrups,2010,tonnes,0,,,
Tourist consumption,Maple sugar and syrups,2011,tonnes,0,,,
Tourist consumption,Maple sugar and syrups,2012,tonnes,0,,,
Tourist consumption,Maple sugar and syrups,2013,tonnes,0,,,
Tourist consumption,Maple sugar and syrups,2014,tonnes,,,,
Tourist consumption,Maple sugar and syrups,2015,tonnes,,,,
Tourist consumption,Maple sugar and syrups,2016,tonnes,,,,
Tourist consumption,"Margarine, liquid",2010,tonnes,0,,,
Tourist consumption,"Margarine, liquid",2011,tonnes,0,,,
Tourist consumption,"Margarine, liquid",2012,tonnes,0,,,
Tourist consumption,"Margarine, liquid",2013,tonnes,0,,,
Tourist consumption,"Margarine, liquid",2014,tonnes,,,,
Tourist consumption,"Margarine, liquid",2015,tonnes,,,,
Tourist consumption,"Margarine, liquid",2016,tonnes,,,,
Tourist consumption,"Margarine, short",2010,tonnes,0,,,
Tourist consumption,"Margarine, short",2011,tonnes,0,,,
Tourist consumption,"Margarine, short",2012,tonnes,0,,,
Tourist consumption,"Margarine, short",2013,tonnes,0,,,
Tourist consumption,"Margarine, short",2014,tonnes,,,,
Tourist consumption,"Margarine, short",2015,tonnes,,,,
Tourist consumption,"Margarine, short",2016,tonnes,,,,
Tourist consumption,Maté,2010,tonnes,0,,,
Tourist consumption,Maté,2011,tonnes,0,,,
Tourist consumption,Maté,2012,tonnes,0,,,
Tourist consumption,Maté,2013,tonnes,0,,,
Tourist consumption,Maté,2014,tonnes,,,,
Tourist consumption,Maté,2015,tonnes,,,,
Tourist consumption,Maté,2016,tonnes,,,,
Tourist consumption,Meat nes,2010,tonnes,0,,,
Tourist consumption,Meat nes,2011,tonnes,0,,,
Tourist consumption,Meat nes,2012,tonnes,0,,,
Tourist consumption,Meat nes,2013,tonnes,0,,,
Tourist consumption,Meat nes,2014,tonnes,,,,
Tourist consumption,Meat nes,2015,tonnes,,,,
Tourist consumption,Meat nes,2016,tonnes,,,,
Tourist consumption,"Meat nes, preparations",2010,tonnes,0,,,
Tourist consumption,"Meat nes, preparations",2011,tonnes,0,,,
Tourist consumption,"Meat nes, preparations",2012,tonnes,0,,,
Tourist consumption,"Meat nes, preparations",2013,tonnes,0,,,
Tourist consumption,"Meat nes, preparations",2014,tonnes,,,,
Tourist consumption,"Meat nes, preparations",2015,tonnes,,,,
Tourist consumption,"Meat nes, preparations",2016,tonnes,,,,
Tourist consumption,"Meat, beef and veal sausages",2010,tonnes,0,,,
Tourist consumption,"Meat, beef and veal sausages",2011,tonnes,0,,,
Tourist consumption,"Meat, beef and veal sausages",2012,tonnes,0,,,
Tourist consumption,"Meat, beef and veal sausages",2013,tonnes,0,,,
Tourist consumption,"Meat, beef and veal sausages",2014,tonnes,,,,
Tourist consumption,"Meat, beef and veal sausages",2015,tonnes,,,,
Tourist consumption,"Meat, beef and veal sausages",2016,tonnes,,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2010,tonnes,0,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2011,tonnes,0,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2012,tonnes,0,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2013,tonnes,0,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2014,tonnes,,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2015,tonnes,,,,
Tourist consumption,"Meat, beef, dried, salted, smoked",2016,tonnes,,,,
Tourist consumption,"Meat, beef, preparations",2010,tonnes,0,,,
Tourist consumption,"Meat, beef, preparations",2011,tonnes,0,,,
Tourist consumption,"Meat, beef, preparations",2012,tonnes,0,,,
Tourist consumption,"Meat, beef, preparations",2013,tonnes,0,,,
Tourist consumption,"Meat, beef, preparations",2014,tonnes,,,,
Tourist consumption,"Meat, beef, preparations",2015,tonnes,,,,
Tourist consumption,"Meat, beef, preparations",2016,tonnes,,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2010,tonnes,0,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2011,tonnes,0,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2012,tonnes,0,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2013,tonnes,0,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2014,tonnes,,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2015,tonnes,,,,
Tourist consumption,"Meat, cattle, boneless (beef & veal)",2016,tonnes,,,,
Tourist consumption,"Meat, chicken",2010,tonnes,0,,,
Tourist consumption,"Meat, chicken",2011,tonnes,0,,,
Tourist consumption,"Meat, chicken",2012,tonnes,0,,,
Tourist consumption,"Meat, chicken",2013,tonnes,0,,,
Tourist consumption,"Meat, chicken",2014,tonnes,,,,
Tourist consumption,"Meat, chicken",2015,tonnes,,,,
Tourist consumption,"Meat, chicken",2016,tonnes,,,,
Tourist consumption,"Meat, chicken, canned",2010,tonnes,0,,,
Tourist consumption,"Meat, chicken, canned",2011,tonnes,0,,,
Tourist consumption,"Meat, chicken, canned",2012,tonnes,0,,,
Tourist consumption,"Meat, chicken, canned",2013,tonnes,0,,,
Tourist consumption,"Meat, chicken, canned",2014,tonnes,,,,
