Element,Item,Year,Production Unit,Production Value,Area Harvested Unit,Area Harvested Value,Year,Import Value Unit,Import Value,Import Quantity Unit,Import Quantity Value,Export Quantity Unit,Export Quantity Value,Export Value Unit ,Export value,Population,Temperature Unit,Temperature,Rainfall
Production,Cream fresh,2007,tonnes,36000,ha,121157.5124,2007,1000 US$,43233,tonnes,43194,tonnes,85117,1000 US$,154698,61322463,°C,1.327,
Production,Cream fresh,2008,tonnes,36000,ha,121157.5124,2008,1000 US$,59912,tonnes,54650,tonnes,84169,1000 US$,136098,61806995,°C,0.832,
Production,Cream fresh,2009,tonnes,36000,ha,121157.5124,2009,1000 US$,68502,tonnes,65489,tonnes,90723,1000 US$,121578,62276270,°C,0.945,
Production,Cream fresh,2010,tonnes,36000,ha,121157.5124,2010,1000 US$,80993,tonnes,64753,tonnes,113557,1000 US$,161565,62766365,°C,-0.063,
Production,Cream fresh,2011,tonnes,36000,ha,121157.5124,2011,1000 US$,93673,tonnes,56325,tonnes,81320,1000 US$,192687,63258810,°C,0.84,
Production,Cream fresh,2012,tonnes,60000,ha,121157.5124,2012,1000 US$,73974,tonnes,31350,tonnes,91736,1000 US$,143940,63700215,°C,0.571,
Production,Cream fresh,2013,tonnes,40000,ha,121157.5124,2013,1000 US$,51703,tonnes,21728,tonnes,94412,1000 US$,122126,64128273,°C,0.367,
Production,Cream fresh,2014,tonnes,46288,ha,121157.5124,2014,1000 US$,67571,tonnes,27347,tonnes,77649,1000 US$,89047,64602298,°C,1.717,
Production,Cream fresh,2015,tonnes,50769,ha,121157.5124,2015,1000 US$,59191,tonnes,27759,tonnes,62056,1000 US$,54134,65116219,°C,0.61,
Production,Cream fresh,2016,tonnes,44973,ha,121157.5124,2016,1000 US$,57150,tonnes,27770,tonnes,64450,1000 US$,49504,65611593,°C,1.165,
Production,Cream fresh,2017,tonnes,47517,ha,121157.5124,2017,1000 US$,70826,tonnes,27268,tonnes,72058,1000 US$,75977,66058859,°C,1.43,
Production,Cream fresh,2018,tonnes,10387,ha,121157.5124,2018,1000 US$,111968,tonnes,30706,tonnes,72567,1000 US$,93730,66460344,°C,1.013,
Production,Cream fresh,2019,tonnes,10317,ha,121157.5124,2019,1000 US$,79779,tonnes,27103,tonnes,69484,1000 US$,92536,66836327,°C,1.248,
Production,Cream fresh,2020,tonnes,931716.2923,ha,121157.5124,2020,1000 US$,51179,tonnes,18110,tonnes,44429,1000 US$,73985,67215293,°C,1.392,
Production,Cucumbers and gherkins,1970,tonnes,33733,ha,162,1970,1000 US$,9477,tonnes,25175,tonnes,59022.93736,1000 US$,46044.75774,55663250,°C,8.31,
Production,Cucumbers and gherkins,1971,tonnes,39220,ha,162,1971,1000 US$,11058,tonnes,24975,tonnes,62965.22937,1000 US$,46044.75774,55896223,°C,8.73,
Production,Cucumbers and gherkins,1972,tonnes,36883,ha,162,1972,1000 US$,11927,tonnes,24633,tonnes,62965.22937,1000 US$,46044.75774,56086065,°C,8.1,
Production,Cucumbers and gherkins,1973,tonnes,32209,ha,121,1973,1000 US$,15784,tonnes,27506,tonnes,62965.22937,1000 US$,46044.75774,56194527,°C,8.43,
Production,Cucumbers and gherkins,1974,tonnes,42800,ha,200,1974,1000 US$,16362,tonnes,27821,tonnes,62965.22937,1000 US$,46044.75774,56229974,°C,8.38,
Production,Cucumbers and gherkins,1975,tonnes,46900,ha,200,1975,1000 US$,19745,tonnes,26150,tonnes,62965.22937,1000 US$,102,56225800,°C,8.77,
Production,Cucumbers and gherkins,1976,tonnes,52000,ha,200,1976,1000 US$,16911,tonnes,24734,tonnes,62965.22937,1000 US$,149,56211968,°C,8.74,
Production,Cucumbers and gherkins,1977,tonnes,52200,ha,200,1977,1000 US$,18001,tonnes,25333,tonnes,62965.22937,1000 US$,127,56193492,°C,8.27,
Production,Cucumbers and gherkins,1978,tonnes,58400,ha,200,1978,1000 US$,24534,tonnes,26424,tonnes,62965.22937,1000 US$,100,56196504,°C,8.23,
Production,Cucumbers and gherkins,1979,tonnes,52500,ha,200,1979,1000 US$,31488,tonnes,29074,tonnes,62965.22937,1000 US$,216,56246951,°C,7.59,
Production,Cucumbers and gherkins,1980,tonnes,56800,ha,238,1980,1000 US$,40458,tonnes,31945,tonnes,62965.22937,1000 US$,228,56314216,°C,8.26,
Production,Cucumbers and gherkins,1981,tonnes,54000,ha,249,1981,1000 US$,33371,tonnes,33738,tonnes,62965.22937,1000 US$,241,56333829,°C,8.1,
Production,Cucumbers and gherkins,1982,tonnes,55700,ha,239,1982,1000 US$,31588,tonnes,39799,tonnes,150,1000 US$,215,56313641,°C,8.66,
Production,Cucumbers and gherkins,1983,tonnes,60600,ha,234,1983,1000 US$,34303,tonnes,40525,tonnes,223,1000 US$,549,56332848,°C,8.83,
Production,Cucumbers and gherkins,1984,tonnes,67589,ha,225,1984,1000 US$,31455,tonnes,48205,tonnes,197,1000 US$,364,56422072,°C,8.57,
Production,Cucumbers and gherkins,1985,tonnes,71209,ha,230,1985,1000 US$,30086,tonnes,47367,tonnes,108,1000 US$,466,56550268,°C,7.78,
Production,Cucumbers and gherkins,1986,tonnes,75742,ha,227,1986,1000 US$,37575,tonnes,46911,tonnes,191,1000 US$,449,56681396,°C,7.67,
Production,Cucumbers and gherkins,1987,tonnes,79000,ha,211,1987,1000 US$,50267,tonnes,54606,tonnes,184,1000 US$,1505,56802050,°C,7.99,
Production,Cucumbers and gherkins,1988,tonnes,86800,ha,228,1988,1000 US$,60604,tonnes,61150,tonnes,239,1000 US$,2031,56928327,°C,8.73,
Production,Cucumbers and gherkins,1989,tonnes,87495,ha,239,1989,1000 US$,67636,tonnes,63753,tonnes,247,1000 US$,1511,57076711,°C,9.23,
Production,Cucumbers and gherkins,1990,tonnes,105021,ha,270,1990,1000 US$,82710,tonnes,69947,tonnes,614,1000 US$,1337,57247586,°C,9.38,
Production,Cucumbers and gherkins,1991,tonnes,108398,ha,278,1991,1000 US$,68051,tonnes,63661,tonnes,463,1000 US$,1194,57424897,°C,8.54,
Production,Cucumbers and gherkins,1992,tonnes,115424,ha,275,1992,1000 US$,73984,tonnes,64633,tonnes,586,1000 US$,1212,57580402,°C,8.69,
Production,Cucumbers and gherkins,1993,tonnes,108655,ha,256,1993,1000 US$,52146,tonnes,42389,tonnes,397,1000 US$,259,57718614,°C,8.33,
Production,Cucumbers and gherkins,1994,tonnes,111000,ha,258,1994,1000 US$,50344,tonnes,56754,tonnes,1216,1000 US$,861,57865745,°C,8.89,
Production,Cucumbers and gherkins,1995,tonnes,89700,ha,200,1995,1000 US$,77314,tonnes,55913,tonnes,1512,1000 US$,434,58019030,°C,9.17,
Production,Cucumbers and gherkins,1996,tonnes,85600,ha,200,1996,1000 US$,66956,tonnes,59473,tonnes,1166,1000 US$,625,58166950,°C,8.18,
Production,Cucumbers and gherkins,1997,tonnes,82000,ha,200,1997,1000 US$,65722,tonnes,73322,tonnes,932,1000 US$,742,58316954,°C,9.41,
Production,Cucumbers and gherkins,1998,tonnes,84000,ha,200,1998,1000 US$,69847,tonnes,66232,tonnes,857,1000 US$,440,58487141,°C,9.16,
Production,Cucumbers and gherkins,1999,tonnes,84000,ha,200,1999,1000 US$,79242,tonnes,72315,tonnes,837,1000 US$,492,58682466,°C,9.37,
Production,Cucumbers and gherkins,2000,tonnes,79800,ha,178,2000,1000 US$,80685,tonnes,68234,tonnes,263,1000 US$,156,58892514,°C,9.1,
Production,Cucumbers and gherkins,2001,tonnes,71500,ha,166,2001,1000 US$,80274,tonnes,82830,tonnes,686,1000 US$,729,59119673,°C,8.8,
Production,Cucumbers and gherkins,2002,tonnes,73600,ha,169,2002,1000 US$,95376,tonnes,76202,tonnes,303,1000 US$,1470,59370479,°C,9.44,
Production,Cucumbers and gherkins,2003,tonnes,77000,ha,138,2003,1000 US$,109492,tonnes,85888,tonnes,456,1000 US$,8914,59647577,°C,9.47,
Production,Cucumbers and gherkins,2004,tonnes,61400,ha,130,2004,1000 US$,115131,tonnes,104054,tonnes,438,1000 US$,4208,59987905,°C,9.44,
Production,Cucumbers and gherkins,2005,tonnes,59900,ha,120,2005,1000 US$,143794,tonnes,132101,tonnes,300,1000 US$,2315,60401206,°C,9.42,
Production,Cucumbers and gherkins,2006,tonnes,56500,ha,113,2006,1000 US$,168547,tonnes,137362,tonnes,319,1000 US$,1203,60846820,°C,9.7,
Production,Cucumbers and gherkins,2007,tonnes,49400,ha,103,2007,1000 US$,170674,tonnes,132039,tonnes,166,1000 US$,1849,61322463,°C,9.56,
Production,Cucumbers and gherkins,2008,tonnes,48925,ha,103,2008,1000 US$,182090,tonnes,135431,tonnes,713,1000 US$,858,61806995,°C,9.02,
Production,Cucumbers and gherkins,2009,tonnes,57700,ha,116,2009,1000 US$,161019,tonnes,132990,tonnes,1168,1000 US$,1388,62276270,°C,9.14,
Production,Cucumbers and gherkins,2010,tonnes,64600,ha,114,2010,1000 US$,190417,tonnes,152443,tonnes,5648,1000 US$,1134,62766365,°C,7.94,
Production,Cucumbers and gherkins,2011,tonnes,66500,ha,117,2011,1000 US$,165951,tonnes,136985,tonnes,2782,1000 US$,627,63258810,°C,9.61,
Production,Cucumbers and gherkins,2012,tonnes,63300,ha,115,2012,1000 US$,167954,tonnes,136774,tonnes,1575,1000 US$,2322,63700215,°C,8.74,
Production,Cucumbers and gherkins,2013,tonnes,57900,ha,108,2013,1000 US$,181741,tonnes,136086,tonnes,685,1000 US$,655,64128273,°C,8.74,
Production,Cucumbers and gherkins,2014,tonnes,56500,ha,105,2014,1000 US$,182870,tonnes,142576,tonnes,835,1000 US$,736,64602298,°C,9.88,
Production,Cucumbers and gherkins,2015,tonnes,53600,ha,100,2015,1000 US$,169324,tonnes,140196,tonnes,336,1000 US$,1748,65116219,°C,9.18,
Production,Cucumbers and gherkins,2016,tonnes,52965,ha,99,2016,1000 US$,177875,tonnes,155602,tonnes,708,1000 US$,3157,65611593,°C,9.29,
Production,Cucumbers and gherkins,2017,tonnes,52968,ha,99,2017,1000 US$,184998,tonnes,151813,tonnes,544,1000 US$,3654,66058859,°C,9.53,
Production,Cucumbers and gherkins,2018,tonnes,55080,ha,102,2018,1000 US$,205000,tonnes,159265,tonnes,310,1000 US$,2875,66460344,°C,9.45,
Production,Cucumbers and gherkins,2019,tonnes,58240,ha,112,2019,1000 US$,205836,tonnes,180455,tonnes,1490,1000 US$,3077,66836327,°C,9.39,
Production,Cucumbers and gherkins,2020,tonnes,58410,ha,110,2020,1000 US$,235193,tonnes,195542,tonnes,368,1000 US$,2159,67215293,°C,9.62,
Production,Currants,1970,tonnes,21845,ha,3000,1970,1000 US$,3,tonnes,9,tonnes,221,1000 US$,46044.75774,55663250,°C,8.31,
Production,Currants,1971,tonnes,24893,ha,3000,1971,1000 US$,2,tonnes,10,tonnes,663,1000 US$,46044.75774,55896223,°C,8.73,
Production,Currants,1972,tonnes,27637,ha,3000,1972,1000 US$,130696.0138,tonnes,1,tonnes,1341,1000 US$,46044.75774,56086065,°C,8.1,
Production,Currants,1973,tonnes,22455,ha,3000,1973,1000 US$,130696.0138,tonnes,128543.908,tonnes,1404,1000 US$,46044.75774,56194527,°C,8.43,
Production,Currants,1974,tonnes,24080,ha,3000,1974,1000 US$,6,tonnes,6,tonnes,1374,1000 US$,46044.75774,56229974,°C,8.38,
Production,Currants,1975,tonnes,25200,ha,3100,1975,1000 US$,130696.0138,tonnes,128543.908,tonnes,1562,1000 US$,46044.75774,56225800,°C,8.77,
Production,Currants,1976,tonnes,19100,ha,3000,1976,1000 US$,130696.0138,tonnes,128543.908,tonnes,1209,1000 US$,645,56211968,°C,8.74,
Production,Currants,1977,tonnes,9200,ha,2500,1977,1000 US$,45,tonnes,37,tonnes,62965.22937,1000 US$,772,56193492,°C,8.27,
Production,Currants,1978,tonnes,18700,ha,3000,1978,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,1559,56196504,°C,8.23,
Production,Currants,1979,tonnes,22600,ha,3100,1979,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,1706,56246951,°C,7.59,
Production,Currants,1980,tonnes,20100,ha,3000,1980,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,3284,56314216,°C,8.26,
Production,Currants,1981,tonnes,20300,ha,3000,1981,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,1059,56333829,°C,8.1,
Production,Currants,1982,tonnes,18700,ha,3000,1982,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,440,56313641,°C,8.66,
Production,Currants,1983,tonnes,31500,ha,3500,1983,1000 US$,130696.0138,tonnes,128543.908,tonnes,906,1000 US$,1445,56332848,°C,8.83,
Production,Currants,1984,tonnes,18300,ha,3000,1984,1000 US$,11,tonnes,18,tonnes,400,1000 US$,389,56422072,°C,8.57,
Production,Currants,1985,tonnes,21706,ha,2950,1985,1000 US$,8,tonnes,18,tonnes,1056,1000 US$,767,56550268,°C,7.78,
Production,Currants,1986,tonnes,26068,ha,2950,1986,1000 US$,130696.0138,tonnes,128543.908,tonnes,1388,1000 US$,1451,56681396,°C,7.67,
Production,Currants,1987,tonnes,18650,ha,2950,1987,1000 US$,144,tonnes,167,tonnes,2951,1000 US$,906,56802050,°C,7.99,
Production,Currants,1988,tonnes,20600,ha,2950,1988,1000 US$,356,tonnes,350,tonnes,1177,1000 US$,609,56928327,°C,8.73,
Production,Currants,1989,tonnes,18421,ha,3133,1989,1000 US$,603,tonnes,595,tonnes,423,1000 US$,238,57076711,°C,9.23,
Production,Currants,1990,tonnes,16146,ha,3414,1990,1000 US$,663,tonnes,530,tonnes,2657,1000 US$,407,57247586,°C,9.38,
Production,Currants,1991,tonnes,22858,ha,3572,1991,1000 US$,1132,tonnes,951,tonnes,777,1000 US$,966,57424897,°C,8.54,
Production,Currants,1992,tonnes,30800,ha,3581,1992,1000 US$,947,tonnes,903,tonnes,1461,1000 US$,553,57580402,°C,8.69,
Production,Currants,1993,tonnes,25700,ha,3317,1993,1000 US$,431,tonnes,295,tonnes,2330,1000 US$,46044.75774,57718614,°C,8.33,
Production,Currants,1994,tonnes,23400,ha,3335,1994,1000 US$,767,tonnes,336,tonnes,1011,1000 US$,7,57865745,°C,8.89,
Production,Currants,1995,tonnes,19400,ha,2900,1995,1000 US$,474,tonnes,226,tonnes,624,1000 US$,38,58019030,°C,9.17,
Production,Currants,1996,tonnes,23000,ha,2500,1996,1000 US$,500,tonnes,115,tonnes,176,1000 US$,9,58166950,°C,8.18,
Production,Currants,1997,tonnes,10700,ha,2000,1997,1000 US$,502,tonnes,142,tonnes,294,1000 US$,7,58316954,°C,9.41,
Production,Currants,1998,tonnes,7500,ha,1300,1998,1000 US$,1121,tonnes,278,tonnes,799,1000 US$,20,58487141,°C,9.16,
Production,Currants,1999,tonnes,8400,ha,1500,1999,1000 US$,1033,tonnes,257,tonnes,474,1000 US$,26,58682466,°C,9.37,
Production,Currants,2000,tonnes,12300,ha,2000,2000,1000 US$,768,tonnes,209,tonnes,62965.22937,1000 US$,28,58892514,°C,9.1,
Production,Currants,2001,tonnes,15400,ha,2390,2001,1000 US$,869,tonnes,321,tonnes,4,1000 US$,3,59119673,°C,8.8,
Production,Currants,2002,tonnes,13000,ha,2330,2002,1000 US$,1519,tonnes,328,tonnes,59,1000 US$,4,59370479,°C,9.44,
Production,Currants,2003,tonnes,19100,ha,2600,2003,1000 US$,1508,tonnes,270,tonnes,2,1000 US$,4,59647577,°C,9.47,
Production,Currants,2004,tonnes,18200,ha,2950,2004,1000 US$,1991,tonnes,244,tonnes,62965.22937,1000 US$,6,59987905,°C,9.44,
Production,Currants,2005,tonnes,19700,ha,2700,2005,1000 US$,2295,tonnes,416,tonnes,18,1000 US$,8,60401206,°C,9.42,
Production,Currants,2006,tonnes,15555,ha,2596,2006,1000 US$,2903,tonnes,507,tonnes,4,1000 US$,4,60846820,°C,9.7,
Production,Currants,2007,tonnes,12500,ha,2553,2007,1000 US$,4842,tonnes,1410,tonnes,3,1000 US$,198,61322463,°C,9.56,
Production,Currants,2008,tonnes,13700,ha,2435,2008,1000 US$,4829,tonnes,1210,tonnes,1,1000 US$,416,61806995,°C,9.02,
Production,Currants,2009,tonnes,15800,ha,2472,2009,1000 US$,2987,tonnes,1067,tonnes,1,1000 US$,1165,62276270,°C,9.14,
Production,Currants,2010,tonnes,17300,ha,2511,2010,1000 US$,2865,tonnes,2089,tonnes,2,1000 US$,307,62766365,°C,7.94,
Production,Currants,2011,tonnes,11732,ha,2477,2011,1000 US$,5558,tonnes,4310,tonnes,1,1000 US$,290,63258810,°C,9.61,
Production,Currants,2012,tonnes,11910,ha,2471,2012,1000 US$,1624,tonnes,351,tonnes,1,1000 US$,183,63700215,°C,8.74,
Production,Currants,2013,tonnes,16986,ha,2525,2013,1000 US$,4232,tonnes,619,tonnes,62965.22937,1000 US$,116,64128273,°C,8.74,
Production,Currants,2014,tonnes,12698,ha,2538,2014,1000 US$,5824,tonnes,1048,tonnes,54,1000 US$,57,64602298,°C,9.88,
Production,Currants,2015,tonnes,15224,ha,2514,2015,1000 US$,7825,tonnes,1137,tonnes,161,1000 US$,61,65116219,°C,9.18,
Production,Currants,2016,tonnes,12238,ha,2502,2016,1000 US$,12094,tonnes,1858,tonnes,843,1000 US$,109,65611593,°C,9.29,
Production,Currants,2017,tonnes,13899,ha,2571,2017,1000 US$,11240,tonnes,1822,tonnes,198,1000 US$,144,66058859,°C,9.53,
Production,Currants,2018,tonnes,15141,ha,2529,2018,1000 US$,13091,tonnes,2043,tonnes,145,1000 US$,1196,66460344,°C,9.45,
Production,Currants,2019,tonnes,14042,ha,2516,2019,1000 US$,9540,tonnes,858,tonnes,149,1000 US$,1090,66836327,°C,9.39,
Production,Currants,2020,tonnes,16375,ha,2682,2020,1000 US$,2281,tonnes,894,tonnes,44,1000 US$,153,67215293,°C,9.62,
Production,"Eggs, hen, in shell",1970,tonnes,891612,ha,121157.5124,1970,1000 US$,5069,tonnes,11342,tonnes,230,1000 US$,2943,55663250,°C,8.31,
Production,"Eggs, hen, in shell",1971,tonnes,878605,ha,121157.5124,1971,1000 US$,4077,tonnes,8316,tonnes,44,1000 US$,1421,55896223,°C,8.73,
Production,"Eggs, hen, in shell",1972,tonnes,884606,ha,121157.5124,1972,1000 US$,696,tonnes,1036,tonnes,73,1000 US$,3087,56086065,°C,8.1,
Production,"Eggs, hen, in shell",1973,tonnes,825621,ha,121157.5124,1973,1000 US$,15106,tonnes,17633,tonnes,40,1000 US$,4634,56194527,°C,8.43,
Production,"Eggs, hen, in shell",1974,tonnes,848000,ha,121157.5124,1974,1000 US$,17330,tonnes,19447,tonnes,43,1000 US$,7198,56229974,°C,8.38,
Production,"Eggs, hen, in shell",1975,tonnes,811000,ha,121157.5124,1975,1000 US$,13732,tonnes,16789,tonnes,35,1000 US$,9405,56225800,°C,8.77,
Production,"Eggs, hen, in shell",1976,tonnes,842000,ha,121157.5124,1976,1000 US$,3343,tonnes,4330,tonnes,36,1000 US$,10220,56211968,°C,8.74,
Production,"Eggs, hen, in shell",1977,tonnes,847000,ha,121157.5124,1977,1000 US$,3143,tonnes,3359,tonnes,2648,1000 US$,13469,56193492,°C,8.27,
Production,"Eggs, hen, in shell",1978,tonnes,884000,ha,121157.5124,1978,1000 US$,3421,tonnes,3472,tonnes,1348,1000 US$,21331,56196504,°C,8.23,
Production,"Eggs, hen, in shell",1979,tonnes,879000,ha,121157.5124,1979,1000 US$,17275,tonnes,16449,tonnes,3245,1000 US$,32605,56246951,°C,7.59,
Production,"Eggs, hen, in shell",1980,tonnes,822000,ha,121157.5124,1980,1000 US$,31545,tonnes,23833,tonnes,2036,1000 US$,38901,56314216,°C,8.26,
Production,"Eggs, hen, in shell",1981,tonnes,801000,ha,121157.5124,1981,1000 US$,24563,tonnes,20312,tonnes,4418,1000 US$,35596,56333829,°C,8.1,
Production,"Eggs, hen, in shell",1982,tonnes,804000,ha,121157.5124,1982,1000 US$,6832,tonnes,5997,tonnes,7147,1000 US$,22257,56313641,°C,8.66,
Production,"Eggs, hen, in shell",1983,tonnes,731694,ha,121157.5124,1983,1000 US$,15419,tonnes,16249,tonnes,10131,1000 US$,20499,56332848,°C,8.83,
Production,"Eggs, hen, in shell",1984,tonnes,716163,ha,121157.5124,1984,1000 US$,23984,tonnes,25828,tonnes,13807,1000 US$,15253,56422072,°C,8.57,
Production,"Eggs, hen, in shell",1985,tonnes,762910,ha,121157.5124,1985,1000 US$,21290,tonnes,27542,tonnes,25064,1000 US$,14246,56550268,°C,7.78,
Production,"Eggs, hen, in shell",1986,tonnes,704780,ha,121157.5124,1986,1000 US$,17435,tonnes,20329,tonnes,35304,1000 US$,13450,56681396,°C,7.67,
Production,"Eggs, hen, in shell",1987,tonnes,717855,ha,121157.5124,1987,1000 US$,12767,tonnes,11276,tonnes,26511,1000 US$,16715,56802050,°C,7.99,
Production,"Eggs, hen, in shell",1988,tonnes,668690,ha,121157.5124,1988,1000 US$,15284,tonnes,14447,tonnes,23803,1000 US$,18029,56928327,°C,8.73,
Production,"Eggs, hen, in shell",1989,tonnes,592900,ha,121157.5124,1989,1000 US$,28891,tonnes,24742,tonnes,20602,1000 US$,23237,57076711,°C,9.23,
Production,"Eggs, hen, in shell",1990,tonnes,622270,ha,121157.5124,1990,1000 US$,55020,tonnes,43408,tonnes,21357,1000 US$,12189,57247586,°C,9.38,
Production,"Eggs, hen, in shell",1991,tonnes,633832,ha,121157.5124,1991,1000 US$,32784,tonnes,24960,tonnes,15517,1000 US$,19286,57424897,°C,8.54,
Production,"Eggs, hen, in shell",1992,tonnes,626678,ha,121157.5124,1992,1000 US$,22571,tonnes,18062,tonnes,14159,1000 US$,18919,57580402,°C,8.69,
Production,"Eggs, hen, in shell",1993,tonnes,624600,ha,121157.5124,1993,1000 US$,15414,tonnes,12692,tonnes,13931,1000 US$,13968,57718614,°C,8.33,
Production,"Eggs, hen, in shell",1994,tonnes,632476,ha,121157.5124,1994,1000 US$,24803,tonnes,21605,tonnes,13142,1000 US$,20050,57865745,°C,8.89,
Production,"Eggs, hen, in shell",1995,tonnes,625680,ha,121157.5124,1995,1000 US$,17472,tonnes,15570,tonnes,15940,1000 US$,14826,58019030,°C,9.17,
Production,"Eggs, hen, in shell",1996,tonnes,628560,ha,121157.5124,1996,1000 US$,26553,tonnes,20225,tonnes,21918,1000 US$,16722,58166950,°C,8.18,
Production,"Eggs, hen, in shell",1997,tonnes,622147,ha,121157.5124,1997,1000 US$,19706,tonnes,15142,tonnes,6674,1000 US$,19151,58316954,°C,9.41,
Production,"Eggs, hen, in shell",1998,tonnes,671100,ha,121157.5124,1998,1000 US$,15749,tonnes,13100,tonnes,10432,1000 US$,34324,58487141,°C,9.16,
Production,"Eggs, hen, in shell",1999,tonnes,585918,ha,121157.5124,1999,1000 US$,15480,tonnes,14538,tonnes,9691,1000 US$,18496,58682466,°C,9.37,
Production,"Eggs, hen, in shell",2000,tonnes,568600,ha,121157.5124,2000,1000 US$,33023,tonnes,32773,tonnes,7229,1000 US$,17190,58892514,°C,9.1,
Production,"Eggs, hen, in shell",2001,tonnes,599250,ha,121157.5124,2001,1000 US$,38855,tonnes,41158,tonnes,3813,1000 US$,17760,59119673,°C,8.8,
Production,"Eggs, hen, in shell",2002,tonnes,595800,ha,121157.5124,2002,1000 US$,50296,tonnes,45688,tonnes,5021,1000 US$,29632,59370479,°C,9.44,
Production,"Eggs, hen, in shell",2003,tonnes,586700,ha,121157.5124,2003,1000 US$,68720,tonnes,42692,tonnes,6512,1000 US$,27383,59647577,°C,9.47,
Production,"Eggs, hen, in shell",2004,tonnes,620800,ha,121157.5124,2004,1000 US$,68343,tonnes,37277,tonnes,10216,1000 US$,34336,59987905,°C,9.44,
Production,"Eggs, hen, in shell",2005,tonnes,609000,ha,121157.5124,2005,1000 US$,61799,tonnes,37710,tonnes,24288,1000 US$,32421,60401206,°C,9.42,
Production,"Eggs, hen, in shell",2006,tonnes,594000,ha,121157.5124,2006,1000 US$,72058,tonnes,40998,tonnes,10954,1000 US$,30513,60846820,°C,9.7,
Production,"Eggs, hen, in shell",2007,tonnes,579245,ha,121157.5124,2007,1000 US$,98570,tonnes,53750,tonnes,9661,1000 US$,35049,61322463,°C,9.56,
Production,"Eggs, hen, in shell",2008,tonnes,600102,ha,121157.5124,2008,1000 US$,104077,tonnes,53267,tonnes,7581,1000 US$,49949,61806995,°C,9.02,
Production,"Eggs, hen, in shell",2009,tonnes,603000,ha,121157.5124,2009,1000 US$,107299,tonnes,48258,tonnes,8218,1000 US$,47533,62276270,°C,9.14,
Production,"Eggs, hen, in shell",2010,tonnes,658000,ha,121157.5124,2010,1000 US$,90350,tonnes,36099,tonnes,8699,1000 US$,51435,62766365,°C,7.94,
Production,"Eggs, hen, in shell",2011,tonnes,657000,ha,121157.5124,2011,1000 US$,82671,tonnes,31096,tonnes,9090,1000 US$,57472,63258810,°C,9.61,
Production,"Eggs, hen, in shell",2012,tonnes,643000,ha,121157.5124,2012,1000 US$,124153,tonnes,52217,tonnes,8615,1000 US$,59036,63700215,°C,8.74,
Production,"Eggs, hen, in shell",2013,tonnes,672000,ha,121157.5124,2013,1000 US$,108219,tonnes,44933,tonnes,8255,1000 US$,111588,64128273,°C,8.74,
Production,"Eggs, hen, in shell",2014,tonnes,680000,ha,121157.5124,2014,1000 US$,86091,tonnes,36272,tonnes,8482,1000 US$,137501,64602298,°C,9.88,
Production,"Eggs, hen, in shell",2015,tonnes,699000,ha,121157.5124,2015,1000 US$,72700,tonnes,31875,tonnes,7329,1000 US$,126417,65116219,°C,9.18,
Production,"Eggs, hen, in shell",2016,tonnes,722000,ha,121157.5124,2016,1000 US$,47415,tonnes,29506,tonnes,7016,1000 US$,67247,65611593,°C,9.29,
Production,"Eggs, hen, in shell",2017,tonnes,752000,ha,121157.5124,2017,1000 US$,38139,tonnes,20081,tonnes,6783,1000 US$,84737,66058859,°C,9.53,
Production,"Eggs, hen, in shell",2018,tonnes,777000,ha,121157.5124,2018,1000 US$,31391,tonnes,16739,tonnes,8326,1000 US$,102862,66460344,°C,9.45,
Production,"Eggs, hen, in shell",2019,tonnes,791000,ha,121157.5124,2019,1000 US$,36944,tonnes,20694,tonnes,10357,1000 US$,112214,66836327,°C,9.39,
Production,"Eggs, hen, in shell",2020,tonnes,774000,ha,121157.5124,2020,1000 US$,85667,tonnes,29668,tonnes,16735,1000 US$,124674,67215293,°C,9.62,
Production,"Eggs, hen, in shell",1991,tonnes,10855000,ha,121157.5124,1991,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57424897,°C,8.54,
Production,"Eggs, hen, in shell",1992,tonnes,10732000,ha,121157.5124,1992,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57580402,°C,8.69,
Production,"Eggs, hen, in shell",1993,tonnes,10697000,ha,121157.5124,1993,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57718614,°C,8.33,
Production,"Eggs, hen, in shell",1994,tonnes,10832000,ha,121157.5124,1994,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57865745,°C,8.89,
Production,"Eggs, hen, in shell",1995,tonnes,10428000,ha,121157.5124,1995,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58019030,°C,9.17,
Production,"Eggs, hen, in shell",1996,tonnes,10476000,ha,121157.5124,1996,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58166950,°C,8.18,
